id,cuisine
2237,italian
45631,mexican
2317,mexican
23079,italian
29333,italian
48066,italian
15737,italian
30580,mexican
1119,italian
46336,indian
5026,italian
10749,italian
31020,italian
30805,italian
27653,italian
35060,italian
39174,italian
49509,italian
31784,southern_us
31408,italian
36029,italian
11045,italian
6561,southern_us
26992,italian
31179,italian
35099,italian
11018,italian
17930,italian
21302,italian
46352,italian
25132,italian
7010,italian
25850,italian
19601,italian
7935,italian
34994,italian
25113,italian
45523,italian
34977,italian
7124,italian
27514,italian
27178,mexican
47880,italian
29197,italian
16347,southern_us
20333,italian
29112,italian
7510,italian
13897,mexican
35699,italian
20520,mexican
38920,italian
21775,italian
37475,italian
40131,indian
1939,italian
48268,italian
34815,southern_us
13797,italian
39063,italian
29064,italian
26896,italian
29477,italian
3352,italian
4966,italian
7316,italian
23879,italian
16525,mexican
32843,italian
39574,southern_us
32737,italian
44788,italian
28772,italian
34189,italian
33719,italian
25846,mexican
1423,italian
4328,italian
579,italian
5219,italian
2314,southern_us
31143,italian
13409,mexican
3281,italian
15804,italian
40835,mexican
39262,mexican
37013,mexican
14807,italian
47956,italian
2580,mexican
13720,italian
23008,mexican
5951,italian
39312,italian
6176,southern_us
17617,italian
57,italian
43422,italian
49403,italian
44751,italian
21865,italian
26584,italian
39355,italian
14038,italian
45396,italian
49715,italian
41515,mexican
30445,italian
4090,italian
17207,italian
40376,italian
19398,italian
22347,indian
49671,italian
40854,italian
926,italian
47919,italian
20571,italian
18866,southern_us
48742,mexican
14577,italian
29481,italian
40996,italian
34470,italian
31147,mexican
35932,italian
27221,italian
48301,italian
29925,italian
48640,italian
22873,italian
10565,italian
15509,italian
37569,italian
13306,italian
40474,italian
15182,italian
8609,italian
32168,italian
1125,italian
25244,italian
46889,indian
13841,italian
47135,mexican
29036,italian
43533,italian
41631,italian
22124,italian
18836,mexican
35695,italian
5141,mexican
41894,italian
4972,italian
34195,italian
14183,italian
15188,italian
8734,italian
30946,mexican
5588,italian
49554,mexican
1270,mexican
1259,southern_us
45986,italian
22351,mexican
300,mexican
9278,italian
10021,mexican
17014,italian
40855,italian
18362,italian
16292,italian
29924,southern_us
47174,italian
4856,mexican
15417,italian
19875,italian
42228,mexican
36264,italian
14571,italian
23496,italian
43879,italian
23431,mexican
5499,italian
247,italian
48795,mexican
47113,italian
489,italian
13036,italian
4838,italian
40630,italian
17576,mexican
29972,italian
8123,italian
35918,italian
42669,italian
24632,italian
35740,italian
45670,italian
28041,italian
46688,italian
10309,mexican
15367,italian
30562,southern_us
47151,italian
47300,mexican
31200,italian
5749,italian
41807,italian
13990,italian
23572,italian
872,italian
38085,italian
5248,southern_us
26309,italian
26880,mexican
41559,italian
8059,italian
26041,italian
30019,mexican
7207,mexican
30309,italian
2092,italian
8023,italian
4016,italian
24631,italian
35068,southern_us
8523,mexican
28463,italian
8629,mexican
43829,italian
22129,italian
34505,mexican
38200,italian
36513,mexican
32187,italian
7788,italian
31130,italian
40483,southern_us
2224,italian
14143,southern_us
22889,mexican
17406,mexican
10451,mexican
19844,italian
23416,italian
33874,italian
39951,italian
41361,italian
44659,italian
8836,italian
21709,mexican
22993,italian
39191,italian
17182,italian
20507,italian
42397,italian
18897,italian
3797,italian
11041,italian
807,italian
3514,italian
12936,mexican
15050,italian
43377,italian
10471,italian
30721,italian
14333,italian
6260,southern_us
7712,italian
19048,southern_us
21455,italian
18575,italian
47647,italian
35947,mexican
14499,italian
43525,italian
5723,italian
48497,mexican
43822,italian
525,mexican
30594,italian
47948,southern_us
2099,italian
43863,italian
24711,italian
15230,italian
21680,mexican
36218,mexican
41622,italian
34809,italian
5110,italian
27214,mexican
34803,italian
36822,italian
6912,indian
20373,italian
29157,italian
6327,italian
35502,italian
8305,italian
35598,italian
48538,italian
49358,italian
44506,italian
39146,italian
29270,italian
20560,italian
24169,southern_us
41537,italian
10431,italian
31517,italian
34049,mexican
26964,italian
49655,italian
9101,southern_us
30377,mexican
7046,italian
47969,italian
18971,italian
38891,italian
29506,mexican
40305,italian
21255,italian
15578,italian
24894,southern_us
32089,southern_us
46097,italian
40982,italian
12543,italian
38366,italian
32925,italian
17506,mexican
48389,southern_us
41804,italian
9961,mexican
24939,italian
39599,italian
45838,italian
48875,italian
25531,mexican
3009,italian
31965,italian
16901,italian
13370,italian
2954,italian
40353,italian
8207,italian
10933,mexican
38206,mexican
14110,italian
19128,italian
32616,mexican
27748,mexican
31858,southern_us
20510,italian
17602,mexican
35665,italian
46589,mexican
8178,mexican
34880,italian
42527,italian
29682,italian
32166,italian
30343,italian
15385,mexican
18372,italian
29211,italian
23269,italian
4561,italian
27365,mexican
49032,italian
22064,italian
12060,italian
47834,mexican
25815,italian
34036,mexican
19326,italian
44078,mexican
31090,mexican
17485,italian
708,italian
5350,italian
29754,italian
18309,italian
46871,mexican
27300,southern_us
41890,italian
49548,mexican
11392,italian
1354,italian
48819,italian
19097,italian
42113,italian
24060,italian
25849,mexican
4543,mexican
25306,southern_us
41966,italian
48719,italian
48191,italian
8826,italian
42703,italian
16083,italian
26613,italian
28088,italian
39965,southern_us
36239,italian
4322,mexican
9951,italian
3045,italian
28585,italian
39841,italian
25913,italian
39715,italian
23135,italian
47022,mexican
24160,southern_us
18619,italian
12574,italian
22681,italian
33692,mexican
538,indian
22118,italian
21890,italian
36340,italian
27973,italian
12870,mexican
22564,italian
35063,italian
7000,italian
11318,mexican
47001,italian
11395,italian
23507,italian
47242,italian
48957,italian
17721,italian
25138,italian
47438,italian
47162,italian
42459,italian
6486,italian
24116,italian
31596,indian
38887,italian
10665,mexican
13712,mexican
2633,italian
35784,italian
45204,mexican
46722,southern_us
34949,italian
35321,italian
46430,italian
34431,italian
30890,italian
42132,italian
15702,italian
47719,italian
45160,italian
20600,italian
10800,italian
30479,mexican
9457,mexican
26571,italian
42942,indian
36635,mexican
43617,italian
16911,italian
122,mexican
22340,italian
37007,italian
23595,mexican
25233,italian
5503,italian
47338,italian
44695,italian
7141,italian
14564,italian
19655,italian
35326,italian
35922,italian
28171,italian
1322,italian
14923,italian
42344,italian
16380,italian
15233,italian
8338,italian
41014,italian
30440,italian
23043,italian
20788,italian
14375,southern_us
1184,mexican
34280,italian
46171,mexican
31834,italian
14759,italian
15855,italian
6662,mexican
15056,italian
34873,italian
20089,italian
20015,mexican
18402,italian
6418,italian
1454,italian
14070,mexican
26424,italian
27349,mexican
26459,italian
13151,italian
12264,italian
18366,italian
46851,italian
18954,italian
39858,italian
43500,mexican
21656,italian
10505,mexican
5313,italian
28951,mexican
19961,mexican
1795,southern_us
9917,italian
26180,italian
9726,italian
47689,italian
7866,italian
41625,mexican
35160,italian
4430,italian
39082,italian
46186,mexican
11988,italian
24177,italian
31849,italian
41194,italian
36968,italian
42330,italian
36791,italian
19704,italian
4933,italian
4255,italian
37105,italian
35848,italian
17416,italian
39066,mexican
36270,mexican
24406,italian
20517,italian
27630,mexican
19670,italian
4685,italian
45260,italian
378,italian
40841,mexican
27632,italian
12193,italian
38047,italian
10170,italian
25043,italian
23851,italian
14743,italian
13294,italian
26466,italian
32002,mexican
37526,italian
8888,italian
38945,italian
38546,italian
38869,italian
10556,mexican
3296,italian
25977,mexican
32025,italian
44087,italian
32762,italian
824,italian
44636,italian
542,italian
38218,italian
41930,italian
1987,italian
37378,southern_us
8873,italian
1513,italian
44013,italian
38042,italian
11576,mexican
24510,mexican
823,italian
23443,italian
34870,mexican
3846,italian
14993,mexican
16854,mexican
5886,italian
33793,italian
2999,italian
20843,italian
29153,italian
33790,indian
16516,italian
37887,italian
18466,italian
48033,italian
45404,italian
4175,mexican
31986,italian
38555,mexican
26832,italian
19810,italian
49086,italian
39579,italian
25551,italian
42549,italian
22052,italian
45632,italian
4143,italian
11310,italian
32839,italian
48171,mexican
22896,italian
10878,italian
31643,mexican
47624,italian
35141,italian
13498,italian
24566,italian
16533,italian
15437,mexican
19426,italian
32416,italian
2427,italian
9178,italian
40606,italian
28450,mexican
7946,mexican
21756,italian
17843,italian
44066,southern_us
7427,italian
11297,indian
42965,italian
23067,italian
35066,italian
27938,italian
39075,italian
20200,italian
19823,italian
12336,mexican
34714,italian
45388,italian
25639,italian
33985,southern_us
25524,mexican
19641,italian
11106,italian
22165,italian
35412,italian
23475,italian
1570,italian
12815,italian
37253,mexican
16900,italian
7701,italian
49391,italian
1132,italian
13051,italian
2284,italian
21410,italian
25604,italian
45746,italian
35911,italian
26608,italian
16991,italian
40657,mexican
47960,italian
38408,southern_us
1295,mexican
40139,italian
38538,italian
26420,italian
10326,italian
5181,italian
18210,mexican
3241,southern_us
27062,mexican
41527,italian
45484,italian
38755,italian
47246,italian
164,italian
723,italian
299,southern_us
1519,italian
34077,italian
45254,italian
34760,italian
11154,italian
26274,italian
15081,italian
45100,italian
1417,italian
32083,italian
29971,italian
17679,italian
36539,italian
34975,italian
4633,italian
10321,italian
35565,italian
26919,mexican
9549,italian
31863,southern_us
22053,italian
19443,italian
18540,italian
23354,italian
13859,italian
23904,italian
6675,italian
18595,southern_us
12967,italian
17283,indian
23211,italian
14358,italian
31398,italian
42650,italian
25258,italian
18457,mexican
11810,italian
9499,italian
11943,italian
6810,italian
34323,italian
23296,mexican
45927,italian
45196,italian
19917,mexican
20210,italian
41629,italian
39907,italian
4956,italian
37058,italian
20859,italian
3315,italian
4401,italian
21361,italian
44164,italian
26391,italian
47771,italian
44140,italian
43739,mexican
12481,mexican
12292,indian
15965,mexican
23409,mexican
39005,italian
2774,mexican
14529,italian
16926,italian
26890,italian
9663,italian
43052,italian
24193,italian
5476,italian
10048,italian
1981,mexican
12194,italian
22202,italian
7626,italian
37365,italian
44144,mexican
37723,italian
47194,southern_us
30827,italian
33108,italian
2075,mexican
6326,italian
11083,italian
30311,italian
45371,italian
18232,italian
9768,italian
6648,italian
35650,italian
23013,italian
6669,italian
42670,italian
18155,indian
44622,mexican
28426,mexican
23743,italian
14176,italian
9576,italian
36577,mexican
16671,italian
22964,italian
16424,italian
47225,italian
17565,italian
36401,mexican
30314,italian
32982,italian
21866,italian
1475,italian
13053,italian
33983,italian
24051,italian
22800,italian
16561,italian
2740,italian
219,italian
48737,italian
2164,italian
13579,mexican
71,italian
12420,italian
35209,mexican
11472,italian
43172,italian
24927,italian
37102,italian
10743,southern_us
27874,italian
9565,italian
21419,italian
767,italian
28308,italian
37605,italian
9558,italian
31527,italian
2419,italian
7541,italian
11400,italian
23487,italian
8087,italian
21906,southern_us
48830,italian
37328,italian
45490,italian
9710,italian
16153,italian
39537,italian
13923,italian
8120,italian
12923,southern_us
1556,italian
6871,italian
34201,southern_us
36146,italian
33170,mexican
20082,italian
26517,southern_us
15214,indian
34092,mexican
40902,mexican
44452,italian
2083,italian
44897,mexican
17850,mexican
26693,italian
19618,italian
35589,italian
46084,mexican
17256,italian
47570,italian
32796,italian
27047,italian
39487,mexican
130,mexican
17627,italian
29072,southern_us
1108,italian
22666,italian
41630,mexican
27289,italian
42299,italian
36078,italian
7098,italian
46999,italian
28791,mexican
39576,italian
2447,italian
22449,mexican
23828,italian
5660,italian
47460,italian
17912,mexican
12288,italian
44037,italian
20875,mexican
6500,italian
13813,italian
4907,italian
38186,italian
9816,italian
8170,italian
21681,italian
42384,italian
35366,southern_us
34244,mexican
35421,italian
33457,italian
28026,italian
38122,italian
21362,italian
42253,italian
21994,italian
34457,mexican
40229,mexican
10181,italian
38257,italian
40992,italian
15617,italian
34754,mexican
45459,italian
31295,italian
44977,italian
18322,mexican
23257,italian
10084,italian
16445,italian
10594,italian
26828,italian
47643,mexican
49680,mexican
27446,italian
8731,italian
37341,italian
42241,italian
13669,italian
21403,italian
688,italian
23894,italian
35753,mexican
44692,italian
235,italian
20982,italian
10166,italian
2187,italian
5022,mexican
49037,italian
44478,italian
8912,italian
8919,italian
23856,italian
14647,italian
48870,italian
14377,italian
18548,italian
39591,italian
46746,italian
31926,italian
10159,italian
11342,italian
32421,italian
19969,italian
3029,italian
39565,italian
7426,italian
20624,italian
4385,italian
18761,italian
46710,italian
46241,italian
14208,italian
29323,italian
40663,southern_us
32391,italian
9506,italian
35402,italian
48796,italian
4657,italian
2404,italian
36923,italian
41762,italian
19344,mexican
19876,italian
39452,southern_us
19209,italian
35461,italian
5784,italian
40345,italian
24765,italian
25563,southern_us
40680,mexican
36932,italian
28106,italian
12717,mexican
40100,italian
6960,southern_us
20724,italian
24433,italian
32118,italian
22353,italian
23040,italian
46246,italian
36642,southern_us
21579,italian
24073,italian
16775,italian
24732,italian
24221,mexican
33300,southern_us
34971,mexican
19777,italian
24337,italian
24709,italian
28557,italian
8963,italian
31515,italian
22575,italian
11011,italian
42030,mexican
48012,italian
13623,italian
49552,italian
5702,italian
3847,italian
34221,italian
4312,southern_us
35834,mexican
11849,italian
38290,italian
3064,italian
30099,italian
37354,italian
27877,italian
45642,italian
10629,italian
17557,italian
3725,mexican
49507,italian
5560,mexican
42239,italian
29559,italian
46028,italian
26523,italian
28313,italian
32502,italian
43610,italian
35563,italian
22160,italian
11258,italian
36220,italian
15974,italian
30449,italian
29676,italian
29951,italian
2268,italian
36813,mexican
28096,italian
40471,italian
6545,italian
33598,italian
22338,italian
41918,mexican
2133,italian
42259,italian
11056,italian
7034,indian
17040,italian
35238,italian
46155,mexican
23356,italian
3909,italian
22107,mexican
1656,southern_us
9302,italian
19473,italian
13566,italian
23424,italian
4139,italian
15970,italian
47732,mexican
37251,italian
44870,italian
9773,italian
2131,italian
6381,italian
9613,italian
47364,italian
34376,italian
26408,italian
4763,italian
18982,mexican
2766,mexican
19247,mexican
13462,italian
19678,italian
22814,italian
18582,italian
3124,italian
19347,italian
8812,italian
22037,mexican
15423,italian
35960,italian
49336,italian
1255,italian
17646,italian
20631,italian
19492,italian
22895,southern_us
18607,italian
34569,italian
48356,mexican
12252,southern_us
21071,italian
22458,southern_us
19585,italian
15597,southern_us
15038,southern_us
20028,italian
29764,mexican
17206,southern_us
40901,mexican
37954,italian
16933,mexican
42657,italian
21846,mexican
33834,italian
25873,italian
5938,italian
34762,italian
39835,italian
5805,italian
13914,italian
45924,italian
41460,italian
37287,italian
25059,italian
34872,indian
7524,italian
10427,italian
8014,italian
14740,italian
24329,italian
38514,mexican
12665,mexican
24655,italian
7078,italian
15995,italian
15861,italian
30662,mexican
17836,italian
2078,italian
3600,mexican
46302,italian
28375,italian
34839,italian
18345,italian
23205,italian
34763,mexican
26692,italian
10317,mexican
11767,italian
36881,italian
33468,italian
20669,mexican
18159,italian
22891,italian
39588,italian
35941,italian
15981,italian
26013,mexican
5076,italian
1573,italian
39380,italian
13845,southern_us
35146,italian
32924,italian
9567,italian
35203,italian
39666,italian
17786,italian
21936,italian
8668,italian
41339,italian
32268,italian
29706,mexican
42032,indian
8105,southern_us
11218,italian
7159,italian
47817,italian
1572,italian
38720,italian
14780,italian
31839,italian
6501,italian
39533,southern_us
22820,italian
9619,mexican
14025,italian
19697,italian
5370,southern_us
32639,southern_us
15249,southern_us
47776,italian
48134,italian
24141,italian
4117,mexican
20578,italian
47585,southern_us
20326,italian
43932,southern_us
29704,mexican
12447,italian
38117,italian
2684,italian
25371,italian
25518,italian
27083,italian
16073,italian
45667,mexican
44188,italian
44888,italian
41594,italian
1061,italian
6536,italian
31586,southern_us
9792,italian
40395,italian
24861,italian
32253,mexican
31082,mexican
19298,italian
6600,italian
46939,italian
6092,italian
36600,mexican
45979,italian
46910,mexican
14174,southern_us
10609,italian
28647,italian
19066,mexican
16803,italian
49114,italian
14664,italian
39670,italian
4583,italian
31121,italian
12589,mexican
22551,southern_us
11817,italian
22003,italian
42091,italian
45966,italian
6811,southern_us
2711,italian
44757,italian
5349,italian
30294,italian
48944,italian
44048,italian
411,italian
44998,italian
18078,italian
48533,mexican
16485,mexican
32939,southern_us
11808,italian
23059,italian
16466,mexican
7315,italian
13178,italian
2751,italian
41395,italian
20534,southern_us
12111,italian
38708,italian
37481,mexican
28048,italian
13123,italian
2174,italian
17190,indian
25756,italian
38180,italian
26892,italian
23757,italian
8553,italian
36272,mexican
35224,italian
5203,southern_us
23565,southern_us
31420,italian
43491,italian
38773,italian
15223,italian
17763,italian
24528,italian
21704,southern_us
45329,italian
48876,southern_us
3741,italian
47710,italian
9182,italian
13782,southern_us
3369,italian
11985,southern_us
39817,mexican
26869,italian
37461,mexican
24217,italian
2474,italian
45929,italian
12768,italian
924,italian
13258,italian
7955,italian
37056,italian
17934,mexican
5843,italian
46881,italian
4049,italian
24173,southern_us
4683,italian
32612,italian
11314,italian
13550,italian
2483,italian
9573,italian
34113,mexican
37865,italian
36951,italian
4703,italian
10734,italian
40444,mexican
44334,italian
35991,italian
34020,mexican
3743,italian
18305,italian
7877,italian
10606,italian
30584,italian
9266,mexican
35196,italian
41070,italian
25930,italian
48564,italian
14213,italian
6618,italian
18479,mexican
10279,mexican
30750,mexican
45701,italian
22947,italian
6467,italian
16365,italian
7184,italian
23270,southern_us
41805,italian
7537,southern_us
18616,italian
42857,mexican
37906,mexican
16846,italian
573,italian
26657,southern_us
12408,southern_us
38232,italian
33447,italian
40227,italian
35760,italian
1385,italian
47866,italian
30871,italian
22604,italian
39397,mexican
38782,mexican
45343,italian
26112,italian
10209,italian
31702,italian
37943,italian
23471,southern_us
3529,italian
46794,italian
16626,italian
32361,italian
20932,mexican
11183,italian
33661,italian
12681,italian
2450,italian
23979,italian
18465,mexican
28234,italian
47449,italian
33869,mexican
4924,italian
18862,mexican
30556,italian
35762,italian
7396,italian
21232,italian
18299,italian
35468,italian
42838,italian
33972,mexican
46021,italian
1627,italian
28873,italian
38927,italian
25262,mexican
19152,southern_us
11061,italian
27000,mexican
37396,italian
47358,italian
47825,italian
24681,italian
37706,italian
44056,mexican
38298,italian
30788,italian
36144,italian
21792,italian
31745,italian
15104,italian
30589,italian
14235,italian
2608,italian
34828,italian
3282,italian
4336,southern_us
25666,italian
17831,mexican
17008,mexican
35845,mexican
19494,italian
30797,italian
33763,italian
19950,italian
23089,italian
32074,italian
49640,italian
8403,italian
15879,italian
7949,italian
31483,mexican
32928,italian
27647,southern_us
34616,italian
21113,italian
41599,italian
23924,southern_us
36335,italian
36194,italian
10980,italian
45999,italian
3943,italian
188,italian
5799,italian
20964,italian
2716,italian
5464,italian
17640,italian
39437,mexican
14835,mexican
3094,italian
14826,italian
30173,italian
37811,italian
22363,italian
6369,southern_us
26850,mexican
48887,italian
44405,italian
21477,italian
32697,italian
38843,italian
20076,italian
26429,italian
35648,italian
41794,italian
22100,italian
30216,italian
17656,mexican
17317,italian
4928,italian
43965,italian
6404,italian
12274,italian
6651,italian
40406,italian
40933,italian
23419,italian
37867,italian
28834,italian
23912,italian
4791,mexican
36354,mexican
32298,italian
44577,mexican
48859,italian
32485,italian
8394,mexican
7708,italian
38385,italian
22622,italian
29716,italian
44462,mexican
9422,italian
22499,mexican
36,italian
434,italian
5479,italian
42420,southern_us
47346,italian
44568,italian
38650,italian
19191,italian
22848,southern_us
17886,italian
6036,italian
38608,italian
12890,italian
15709,southern_us
13125,italian
48454,italian
36627,italian
47884,italian
28,italian
45365,italian
40795,italian
17651,italian
1530,mexican
17604,mexican
4700,italian
24972,italian
23525,italian
7092,italian
43757,mexican
4808,italian
7249,italian
27589,italian
47523,southern_us
44244,italian
10383,mexican
37285,italian
21332,italian
7311,mexican
28052,italian
31653,italian
1740,italian
5484,italian
41406,southern_us
41907,italian
46515,italian
38392,italian
15925,italian
5094,italian
31816,italian
35713,southern_us
31296,italian
41640,italian
22419,mexican
47874,italian
6570,italian
6936,italian
34063,italian
34141,italian
44572,italian
28425,italian
38481,italian
18955,italian
46466,indian
5692,italian
39836,mexican
33718,italian
36250,italian
286,southern_us
29766,italian
20541,southern_us
31173,italian
46440,italian
23905,mexican
37232,italian
8517,italian
21249,italian
32700,italian
22845,italian
45461,italian
1307,italian
30010,italian
21646,italian
28148,italian
26450,italian
16602,italian
9928,italian
27063,italian
22273,italian
12744,italian
28272,italian
30350,italian
23362,italian
13645,mexican
16942,italian
34970,italian
27829,italian
38058,italian
13256,italian
31859,italian
43027,southern_us
22235,mexican
2933,italian
45981,italian
11460,italian
33770,italian
24399,italian
8006,italian
48885,italian
42585,mexican
40160,italian
45541,italian
22410,italian
26226,italian
4591,italian
5457,mexican
39085,italian
24040,italian
6576,italian
34310,italian
27350,mexican
9968,italian
2464,italian
27952,mexican
43388,italian
33143,mexican
28083,italian
15927,italian
10255,italian
8011,southern_us
5195,mexican
36015,italian
40910,italian
11309,italian
47556,mexican
27958,italian
27198,italian
643,italian
40853,italian
15815,italian
2063,italian
19827,southern_us
33443,italian
44632,mexican
26773,mexican
3203,mexican
32873,italian
24806,mexican
45942,italian
1324,italian
32526,italian
48093,italian
48942,italian
8845,italian
11546,italian
44358,italian
3209,italian
10553,italian
44430,italian
44712,mexican
16351,italian
44644,italian
31670,italian
49147,italian
19750,italian
48121,mexican
22722,italian
9910,italian
14236,italian
48341,italian
23190,italian
20362,mexican
44794,italian
39419,italian
13526,italian
42270,italian
37208,italian
33824,italian
29953,italian
16387,italian
37672,italian
1868,italian
24984,mexican
47128,italian
44303,italian
20318,italian
7513,italian
13261,italian
19259,italian
31103,italian
24037,italian
29984,italian
28159,italian
5318,italian
23962,italian
2084,italian
41793,italian
18960,italian
17025,italian
15510,southern_us
36832,mexican
20643,italian
4154,mexican
10510,italian
45117,italian
43403,italian
42471,italian
6942,italian
33309,italian
6689,southern_us
48687,mexican
9880,italian
25590,italian
21842,italian
27151,mexican
565,italian
21740,italian
42399,italian
35928,mexican
47060,southern_us
43147,italian
16625,italian
16769,italian
12515,southern_us
14731,italian
11658,italian
49467,mexican
19749,italian
39723,italian
5722,italian
31967,italian
39857,italian
16534,italian
27334,italian
32215,southern_us
34903,italian
24990,italian
31307,italian
38874,italian
24130,italian
27816,southern_us
939,italian
38293,italian
7889,italian
22114,indian
24614,italian
48827,italian
3387,italian
41676,italian
3152,italian
38805,italian
27078,italian
34940,italian
16855,italian
41891,italian
36715,mexican
49455,italian
26522,mexican
28420,italian
329,italian
18986,italian
31705,italian
7402,italian
10212,italian
10640,mexican
38014,italian
5172,italian
26986,italian
5088,italian
24522,mexican
1900,italian
4801,italian
27932,italian
30941,mexican
42354,mexican
48854,italian
39058,italian
34294,italian
46593,southern_us
22582,indian
36937,italian
34596,italian
42570,italian
10147,italian
44796,italian
46819,italian
30905,italian
34980,italian
49265,italian
37563,italian
25673,italian
14267,italian
32410,italian
26392,italian
27384,italian
43045,italian
22576,italian
11597,mexican
22656,italian
47811,italian
7925,italian
14860,italian
27525,italian
7798,italian
10848,italian
19062,italian
32224,italian
11529,italian
12155,italian
30628,italian
21909,italian
14291,italian
3323,italian
6502,italian
25833,italian
31108,southern_us
47484,italian
27396,mexican
48147,italian
10489,mexican
12014,irish
4904,mexican
36607,italian
12756,italian
32462,italian
42204,mexican
246,italian
47061,italian
15908,italian
29572,mexican
13458,italian
14022,southern_us
40437,mexican
48136,mexican
17687,italian
48504,italian
22857,italian
11465,italian
42107,italian
12514,italian
46339,italian
8383,italian
27362,italian
38646,mexican
44084,italian
12946,italian
11670,mexican
34916,italian
2944,mexican
33063,mexican
26982,italian
2231,mexican
5118,mexican
28258,italian
44113,italian
47328,italian
33937,italian
40399,italian
23562,mexican
12787,italian
13992,italian
38992,southern_us
45269,italian
15211,mexican
34602,italian
41779,mexican
4179,mexican
37925,italian
46161,italian
5512,italian
27845,italian
12024,italian
41072,italian
17911,italian
4237,italian
40442,italian
15522,mexican
6804,italian
43807,mexican
21647,italian
22758,mexican
32551,italian
20470,italian
20842,italian
43018,italian
45493,italian
42442,italian
14655,mexican
32247,italian
32302,italian
42075,italian
19949,italian
23352,italian
48549,italian
15053,italian
23490,italian
12080,italian
41992,mexican
10618,italian
2870,southern_us
49226,italian
10052,italian
39400,italian
8410,italian
15752,italian
18854,mexican
28448,italian
27260,italian
1083,italian
21430,italian
46343,italian
12493,italian
14251,italian
37764,italian
3912,italian
28477,italian
25100,italian
44515,italian
36019,southern_us
44471,italian
27855,mexican
47538,italian
16954,italian
5730,mexican
29892,italian
25581,italian
43708,italian
49152,italian
40984,italian
13050,italian
15031,italian
42841,italian
16325,italian
1866,italian
29547,italian
24281,mexican
49183,southern_us
41136,italian
15790,italian
23832,italian
4231,italian
5306,italian
40103,mexican
45908,italian
34333,mexican
19999,italian
9304,italian
11613,mexican
30183,italian
14480,italian
26493,italian
46415,italian
23012,italian
2981,southern_us
31371,italian
8119,italian
48376,italian
42957,italian
18688,mexican
38876,italian
11197,italian
48216,italian
24611,italian
16761,italian
47345,italian
16477,italian
31855,italian
403,italian
48608,italian
1985,italian
36249,italian
